,user_verified,date,text,hashtags,tokenized,polarity,subjectivity,sentiment
888,False,2021-09-05 22:35:48,4thð long term safety experimental cocktail known 2025 between,,4thð long term safeti experiment cocktail known 2025 between,0.025,0.4,1
889,False,2021-09-05 22:35:43,would they cancel deal with produce canada,,would they cancel deal with produc canada,0.0,0.0,0
890,True,2021-09-05 22:30:00,sept 11am 6701,  LaborDay    COVIDTesting    COVIDVaccine    GlenBurnie  ,sept 11am 6701,0.0,0.0,0
891,False,2021-09-05 22:23:43,watch important understand around vaccine then provide them with accurate,,watch import understand around vaccin then provid them with accur,0.4,0.8166666666666667,1
892,False,2021-09-05 22:22:55,sheep still wear them want want control save them ....,,sheep still wear them want want control save them ....,0.0,0.0,0
893,False,2021-09-05 22:22:42,they horse worse than covid,  ivermectin    Covid       CovidVaccine  ,they hors wors than covid,-0.4,0.6,-1
894,False,2021-09-05 22:20:58,beautifully written compassionate thread please read,  CovidVaccine  ,beauti written compassion thread pleas read,0.85,1.0,1
895,False,2021-09-05 22:17:24,just,  CovidVaccine  ,just,0.0,0.0,0
896,False,2021-09-05 22:15:56,wake world come covid19uk,  Covid  UK    coronavirusuk    CovidVaccine    israel  ,wake world come covid19uk,0.0,0.0,0
897,False,2021-09-05 22:13:24,they will fault covid19vic covid19aus covid19 auspol2021â,  auspol    COVID  Vic    COVID  Aus    COVIDVaccine    COVID      auspol      ,they will fault covid19v covid19au covid19 auspol2021â,0.0,0.0,0
898,True,2021-09-05 22:10:00,explain used promote,  Indonesia    socialmedia  ,explain use promot,0.0,0.0,0
899,False,2021-09-05 22:08:31,best news since vaccine development doctor pandemic episode clear covid turning,  vaccine  ,best news sinc vaccin develop doctor pandem episod clear covid turn,0.55,0.3416666666666667,1
900,False,2021-09-05 22:06:26,what this might caught lying well never mind always been balanced,,what thi might caught lie well never mind alway been balanc,0.0,0.0,0
901,False,2021-09-05 22:05:33,many have been people when going when,,mani have been peopl when go when,0.5,0.5,1
902,False,2021-09-05 22:05:14,excellent thread,  CovidVaccine    GetVaccinatedNow    HospitalTriage  ,excel thread,1.0,1.0,1
903,False,2021-09-05 22:04:59,most country world where from covid spiking contrast that,,most countri world where from covid spike contrast that,0.5,0.5,1
904,False,2021-09-05 22:01:36,being able address very real about with,  CovidVaccine  ,be abl address veri real about with,0.38,0.5075000000000001,1
905,False,2021-09-05 21:59:42,done with whole thread with false information about goes untouched someone,  CovidVaccine  ,done with whole thread with fals inform about goe untouch someon,-0.10000000000000003,0.5,-1
906,False,2021-09-05 21:56:45,work,  CovidVaccine  ,work,0.0,0.0,0
907,True,2021-09-05 21:55:32,covid booster additional vaccine dose difference doctor covid19,  COVID      covidvaccine  ,covid booster addit vaccin dose differ doctor covid19,0.0,0.0,0
908,False,2021-09-05 21:54:21,later still thinking about driver proudly displayed,  CovidVaccine  ,later still think about driver proudli display,0.4,0.5,1
909,False,2021-09-05 21:49:30,sent what hell doing here west wing take,  CovidVaccine  ,sent what hell do here west wing take,0.0,0.0,0
910,False,2021-09-05 21:47:35,sent what hell doing here,  CovidVaccine  ,sent what hell do here,0.0,0.0,0
911,False,2021-09-05 21:44:36,love anon trump call sheep when support getting getting,,love anon trump call sheep when support get get,0.5,0.6,1
912,False,2021-09-05 21:37:31,every worker suggest here list,,everi worker suggest here list,0.0,0.0,0
913,False,2021-09-05 21:36:23,technology behind covid vaccine cancer cancer,  CovidVaccine    Cancer  ,technolog behind covid vaccin cancer cancer,-0.4,0.7,-1
914,True,2021-09-05 21:33:01,that watch health covid19,  CovidVaccine    COVID    ,that watch health covid19,0.0,0.0,0
915,False,2021-09-05 21:23:50,think start parenthood every time here body choice over vaccine from,,think start parenthood everi time here bodi choic over vaccin from,0.0,0.0,0
916,False,2021-09-05 21:21:02,huge worry such disservice with their truly nonsense original advice,  JCVI    women  ,huge worri such disservic with their truli nonsens origin advic,0.25833333333333336,0.7166666666666667,1
917,False,2021-09-05 21:18:48,much longer call endless conspiracy theory covid19 covid,  COVID      COVIDIOTS    Covid     ,much longer call endless conspiraci theori covid19 covid,0.037500000000000006,0.475,1
918,False,2021-09-05 21:16:00,when people going realize this about virus,  CovidVaccine    Israel  ,when peopl go realiz thi about viru,0.0,0.0,0
919,False,2021-09-05 21:15:59,antibody after vaccine booster thank doing this,  vaccine    ThankYouScience    JohnsHopkins    CovidVaccine  ,antibodi after vaccin booster thank do thi,0.0,0.0,0
920,False,2021-09-05 21:13:36,whether pregnant breastfeeding trying baby special time have about,,whether pregnant breastfeed tri babi special time have about,0.34523809523809523,0.5357142857142857,1
921,False,2021-09-05 21:08:06,some much background about might this mess ..!! covid19vic covid19aus,  auspol    COVID  Vic    COVID  Aus    COVIDVaccine  ,some much background about might thi mess ..!! covid19v covid19au,-0.036718749999999994,0.1875,-1
922,False,2021-09-05 21:06:30,clear covid over preventable disease with your,  CovidVaccine  ,clear covid over prevent diseas with your,0.10000000000000002,0.3833333333333333,1
923,False,2021-09-05 21:05:40,those jabbed that they could travel back normal well that,,those jab that they could travel back normal well that,0.075,0.32499999999999996,1
924,False,2021-09-05 21:03:58,something wrong about this whole scheme scam !!?? covid19vic covid19aus covid19â,  auspol    COVID  Vic    COVID  Aus    COVIDVaccine    COVID    ,someth wrong about thi whole scheme scam !!?? covid19v covid19au covid19â,-0.09375,0.65,-1
925,False,2021-09-05 21:03:17,poll also potential blowback among unvaccinated self,  VaccineMandates  ,poll also potenti blowback among unvaccin self,0.0,1.0,0
926,False,2021-09-05 21:02:09,only with challenge anything they doing regarding covid,,onli with challeng anyth they do regard covid,0.0,1.0,0
927,True,2021-09-05 21:01:40,something that everyone should especially anti vaccine across world covid covid19â,  covid    covid    ,someth that everyon should especi anti vaccin across world covid covid19â,0.0,1.0,0
928,False,2021-09-05 21:00:00,covid covid19,  FormerGuy    TrumpSupporters    MAGA    MAGAts    Deplorables    Covidiots    COVID    COVID      CovidIsNotOver    Coronavirus  ,covid covid19,0.0,0.0,0
929,False,2021-09-05 20:59:25,corona covid absolutely well said,  Corona    Covid       CovidVaccine  ,corona covid absolut well said,0.2,0.9,1
930,False,2021-09-05 20:59:10,larry half brother over covid,,larri half brother over covid,-0.16666666666666666,0.16666666666666666,-1
931,False,2021-09-05 20:58:37,data seem number people what would like know,,data seem number peopl what would like know,0.0,0.0,0
932,False,2021-09-05 20:57:16,dose done vaccination pain covid,  CovidVaccine    GetVaccinatedNow    COVID  ,dose done vaccin pain covid,0.0,0.0,0
933,False,2021-09-05 20:54:05,some very weird reason majority think that their would never hurt them vice,,some veri weird reason major think that their would never hurt them vice,-0.65,1.0,-1
934,False,2021-09-05 20:52:33,free,  covidvaccine    CherryCreekArtsFestival  ,free,0.4,0.8,1
935,False,2021-09-05 20:49:05,conversation hospital over covid share thing common,  COVID  ,convers hospit over covid share thing common,-0.3,0.5,-1
936,False,2021-09-05 20:44:22,also priority,  CovidVaccine  ,also prioriti,0.0,0.0,0
937,False,2021-09-05 20:43:02,about each other division side vaccine please look into other,,about each other divis side vaccin pleas look into other,-0.125,0.375,-1
938,False,2021-09-05 20:38:21,this article talking about this being hospital with covid19 despite being fully,  Facebook    COVID    ,thi articl talk about thi be hospit with covid19 despit be fulli,0.0,0.0,0
939,False,2021-09-05 20:32:38,,  CovidVaccine    JustSayNo    ClotShot  ,,0.0,0.0,0
940,False,2021-09-05 20:28:43,appointment call 0671981024,  MySejahtera    CovidVaccine    Bitcoin    BidenMustResign    AstraZeneca  ,appoint call 0671981024,0.0,0.0,0
941,False,2021-09-05 20:27:57,first dose today,  CovidVaccine  ,first dose today,0.25,0.3333333333333333,1
942,False,2021-09-05 20:25:55,feeling every thing that bill problem have vaccine,,feel everi thing that bill problem have vaccin,0.0,0.0,0
943,False,2021-09-05 20:24:58,from vaccine adverse system data data,  VAERS  ,from vaccin advers system data data,0.0,0.0,0
944,False,2021-09-05 20:22:19,rich have surplus,  COVIDVaccine  ,rich have surplu,0.375,0.75,1
945,False,2021-09-05 20:22:07,with word description year under covid,,with word descript year under covid,0.0,0.0,0
946,False,2021-09-05 20:16:42,that third dose,  FlattenTheCurve    Pfizer    CEO    third    CovidVaccine    dose  ,that third dose,0.0,0.0,0
947,False,2021-09-05 20:13:48,only from people pushing this vaccine agenda will regret,  CovidVaccine  ,onli from peopl push thi vaccin agenda will regret,0.0,1.0,0
948,False,2021-09-05 20:07:58,worried have clue here some basic,  Plandemic    CovidVaccine    NoMasks  ,worri have clue here some basic,0.0,0.125,0
949,False,2021-09-05 20:07:37,dose 2021,  CovidVaccine  ,dose 2021,0.0,0.0,0
950,False,2021-09-05 20:06:10,disease infection ensure,  CovidVaccine  ,diseas infect ensur,0.0,0.0,0
951,False,2021-09-05 20:05:47,most private longer cost covid treatment this might another,,most privat longer cost covid treatment thi might anoth,0.25,0.4375,1
952,False,2021-09-05 20:02:03,hypothyroidism been shown risk factor adverse after getting,,hypothyroid been shown risk factor advers after get,0.0,0.0,0
953,False,2021-09-05 20:00:06,being fired covid19 what them being most important people world,  COVID    ,be fire covid19 what them be most import peopl world,0.45,0.75,1
954,False,2021-09-05 19:51:21,flatten covid19 corona,  COVID      Corona    CovidVaccine    coronadictatuur  ,flatten covid19 corona,0.0,0.0,0
955,False,2021-09-05 19:50:35,with highest number covid brazil,,with highest number covid brazil,0.0,0.0,0
956,False,2021-09-05 19:49:37,virus does know launch global caucus,  COVIDVaccination  ,viru doe know launch global caucu,0.0,0.0,0
957,False,2021-09-05 19:41:32,must overcome greedy selfish rich business usual,,must overcom greedi selfish rich busi usual,-0.125,0.6666666666666666,-1
958,False,2021-09-05 19:41:29,booked,  CovidVaccine    ProudMum  ,book,0.0,0.0,0
959,False,2021-09-05 19:41:20,together know each other destroy china dirty game from opposite political side,  CovidVaccine    THA    CHN  ,togeth know each other destroy china dirti game from opposit polit side,-0.22083333333333335,0.27916666666666673,-1
960,False,2021-09-05 19:36:22,likely receive covid19lk vaccine soon health grant approval,  COVID  LK  ,like receiv covid19lk vaccin soon health grant approv,0.0,1.0,0
961,False,2021-09-05 19:31:26,freedom expire after 6mths triple hope those double here keep,,freedom expir after 6mth tripl hope those doubl here keep,0.0,0.0,0
962,False,2021-09-05 19:23:54,educate yourselves watching mean done your research,  CovidVaccine  ,educ yourselv watch mean done your research,-0.3125,0.6875,-1
963,False,2021-09-05 19:17:15,data from show clear advantage covid,,data from show clear advantag covid,0.10000000000000002,0.3833333333333333,1
964,False,2021-09-05 19:15:37,media these,  CovidVaccine    VaccineMandate    VaccinePassport    VaccineSideEffects  ,media these,0.0,0.0,0
965,False,2021-09-05 19:14:41,first dose dose same mine hubby will same,,first dose dose same mine hubbi will same,0.08333333333333333,0.19444444444444442,1
966,False,2021-09-05 19:14:03,efficacy thing effectiveness another myocarditis military,  myocarditis    covidvaccine    military    costeffectiveness  ,efficaci thing effect anoth myocard militari,-0.1,0.1,-1
967,False,2021-09-05 19:13:56,down when comes current bovine,,down when come current bovin,-0.07777777777777779,0.34444444444444444,-1
968,False,2021-09-05 19:11:50,450mg cream 75ml follow,  cbdworldonline    retweet    cbd    cbdoil    CBD    follow    Cannabidiol  ,450mg cream 75ml follow,0.0,0.0,0
969,False,2021-09-05 19:11:24,done everything offer adult population,  CovidVaccine    Cardiff    ValeofGlamorgan  ,done everyth offer adult popul,0.1,0.3,1
970,False,2021-09-05 19:08:53,national internationalnewsnews18hyd,  COVIDVACCINE    NATIONAL  ,nation internationalnewsnews18hyd,0.0,0.0,0
971,False,2021-09-05 19:08:44,covid vaccination list 2021,  CovidVaccine    kmcfightsagainstcorona  ,covid vaccin list 2021,0.0,0.0,0
972,False,2021-09-05 19:08:41,covid vaccination list 2021,  CovidVaccine    kmcfightsagainstcorona  ,covid vaccin list 2021,0.0,0.0,0
973,False,2021-09-05 19:06:28,read story hopefully outcome people think twice,,read stori hope outcom peopl think twice,0.0,0.0,0
974,False,2021-09-05 19:05:08,thing that have learnt that large people especially indoors virus,,thing that have learnt that larg peopl especi indoor viru,0.10714285714285714,0.7142857142857143,1
975,False,2021-09-05 18:57:11,most deadly terrifying pandemic want fire health care take your,,most deadli terrifi pandem want fire health care take your,-0.25,0.75,-1
976,False,2021-09-05 18:56:34,root government lying about question,  CDC    CovidVaccine    Ivermectin  ,root govern lie about question,0.0,0.0,0
977,False,2021-09-05 18:55:32,column forced vaccination vaccine,  annemariewaters    vaccine    vacinatingchildren    covidvaccine  ,column forc vaccin vaccin,-0.30000000000000004,0.2,-1
978,False,2021-09-05 18:53:00,vaccine necessary save public,,vaccin necessari save public,0.0,0.5333333333333333,0
979,False,2021-09-05 18:48:31,dose vaccine progress dose vaccine progress,,dose vaccin progress dose vaccin progress,0.0,0.0,0
980,False,2021-09-05 18:46:35,imagine successful powerful producer some1 traps elevator they,,imagin success power produc some1 trap elev they,0.525,0.975,1
981,False,2021-09-05 18:41:52,hope need them third,  covidvaccine    third  ,hope need them third,0.0,0.0,0
982,False,2021-09-05 18:36:29,world first based covid vaccine made this,,world first base covid vaccin made thi,0.25,0.3333333333333333,1
983,False,2021-09-05 18:35:16,dear this right believe covid19 ¦..,  COVID      CovidVaccine  ,dear thi right believ covid19 ¦..,0.2857142857142857,0.5357142857142857,1
984,False,2021-09-05 18:35:04,anti lawmaker with hard headed after nearly from,,anti lawmak with hard head after nearli from,-0.09583333333333334,0.4708333333333333,-1
985,False,2021-09-05 18:33:08,2021 free vaccination drive vaccination,  hyderabad    vaccination    COVAXIN    covidvaccine    phc    uphc  ,2021 free vaccin drive vaccin,0.4,0.8,1
986,False,2021-09-05 18:33:08,covid hypothetical outweigh,  Covidvaccine  ,covid hypothet outweigh,0.0,0.0,0
987,False,2021-09-05 18:31:59,stop transmission vaccine need them stop,,stop transmiss vaccin need them stop,0.0,0.0,0
988,False,2021-09-05 18:27:02,early better,  CovidVaccine  ,earli better,0.3,0.4,1
989,False,2021-09-05 18:24:32,those vaccine please read consider your,  VaccinePassports    CovidVaccine  ,those vaccin pleas read consid your,0.0,0.0,0
990,False,2021-09-05 18:19:04,ocular adverse with covid,,ocular advers with covid,0.0,0.0,0
991,False,2021-09-05 18:16:36,whoop whoop random chest difficulty breathing while sitting down laying down happening,,whoop whoop random chest difficulti breath while sit down lay down happen,-0.27037037037037037,0.35925925925925933,-1
992,False,2021-09-05 18:15:28,long does take booster shot become effective does anyone know,  Moderna    CovidVaccine    medtwitter  ,long doe take booster shot becom effect doe anyon know,0.27499999999999997,0.6000000000000001,1
993,False,2021-09-05 18:13:35,read latest consumer 30th august 2021,  consumer    newssummary    UK  ,read latest consum 30th august 2021,0.5,0.9,1
994,False,2021-09-05 18:09:04,those people they call follower needs spread many,,those peopl they call follow need spread mani,0.5,0.5,1
995,False,2021-09-05 18:08:19,natural immunity lawsuit over covid vaccine mandate covid19,  COVID      CovidVaccine  ,natur immun lawsuit over covid vaccin mandat covid19,0.1,0.4,1
996,False,2021-09-05 18:08:02,percent have received,  nfl    CovidVaccine  ,percent have receiv,0.0,0.0,0
997,True,2021-09-05 18:00:52,unvaccinated covid booster trial potential must live,,unvaccin covid booster trial potenti must live,0.06818181818181818,0.75,1
998,True,2021-09-05 18:00:49,have yours everyone aged over eligible find walk,  COVIDVaccine  ,have your everyon age over elig find walk,-0.1,0.4,-1
999,False,2021-09-05 18:00:40,currently immune therefore,  CovidVaccine  ,current immun therefor,0.0,0.4,0
1000,False,2021-09-05 18:00:28,have yours aged over eligible,  SouthEastLondon    COVIDVaccine  ,have your age over elig,-0.1,0.4,-1
1001,False,2021-09-05 18:00:01,covid covid19,  FormerGuy    TrumpSupporters    MAGA    MAGAts    Deplorables    Covidiots    COVID    COVID      CovidIsNotOver    Coronavirus  ,covid covid19,0.0,0.0,0
1002,False,2021-09-05 18:00:00,world data which progress covid19 administration,  COVID    ,world data which progress covid19 administr,0.0,0.0,0
1003,True,2021-09-05 17:58:37,have elderly important thread over elderly population,  CovidVaccine  ,have elderli import thread over elderli popul,0.4,1.0,1
1004,False,2021-09-05 17:56:27,rate which primary prediction health covid19 covid19sk,  COVID      covid  sk    DeltaVariant  ,rate which primari predict health covid19 covid19sk,0.4,0.5,1
1005,False,2021-09-05 17:55:39,take 2tell will occur,  PFIZER    BioNTech    birthdefects    CovidVaccine  ,take 2tell will occur,0.0,0.0,0
1006,False,2021-09-05 17:51:27,state police file lawsuit over mandatory state,  Oregon    CovidVaccine  ,state polic file lawsuit over mandatori state,0.0,0.0,0
1007,False,2021-09-05 17:48:23,made very,  CovidVaccine  ,made veri,0.2,0.3,1
1008,False,2021-09-05 17:47:36,covid19 what wrong with people this insanity killing,  COVID      CovidVaccine  ,covid19 what wrong with peopl thi insan kill,-0.5,0.9,-1
1009,False,2021-09-05 17:46:46,another crazy busy weekend clinic lots sick lots,,anoth crazi busi weekend clinic lot sick lot,-0.4047619047619048,0.6857142857142856,-1
1010,False,2021-09-05 17:43:59,fact checkers rolling stone spreading misinformation about covid hospital zero these,,fact checker roll stone spread misinform about covid hospit zero these,0.0,0.0,0
1011,False,2021-09-05 17:40:53,look first clearly working well sense fourth that best work,,look first clearli work well sens fourth that best work,0.3375,0.25416666666666665,1
1012,False,2021-09-05 17:37:38,please before late covid19,  vaccinemandates    COVID      CovidVaccine  ,pleas befor late covid19,-0.3,0.6,-1
1013,False,2021-09-05 17:36:15,have right safe public covid19abâ,  COVIDVaccine    COVID  AB  ,have right safe public covid19abâ,0.2619047619047619,0.36746031746031743,1
1014,False,2021-09-05 17:35:10,this excellent question,  CovidVaccine    VaccinePassport    coronavirus  ,thi excel question,1.0,1.0,1
1015,False,2021-09-05 17:31:11,covid vaccine world first more coming covid,  CovidVaccine    Covid     ,covid vaccin world first more come covid,0.375,0.41666666666666663,1
1016,False,2021-09-05 17:29:21,covid vaccine world first more coming vaccine wave,,covid vaccin world first more come vaccin wave,0.375,0.41666666666666663,1
1017,False,2021-09-05 17:26:16,will opposition media approve,  Media    CovidVaccine  ,will opposit media approv,0.0,0.0,0
1018,False,2021-09-05 17:25:20,worried about virus with survival rate that they give from,  Democrats  ,worri about viru with surviv rate that they give from,0.0,0.0,0
1019,False,2021-09-05 17:24:39,have ever code covid19,  COVID      VaccinePassports    CovidVaccine  ,have ever code covid19,0.0,0.0,0
1020,False,2021-09-05 17:23:40,drastic fear what life will like more alwaysremember911 20years,  NEVERFORGET    AlwaysRemember         years    CovidVaccine    WeFailed  ,drastic fear what life will like more alwaysremember911 20year,0.5,0.5,1
1021,False,2021-09-05 17:20:47,more evidence that clot shot causing more than covid,  COVID    COVIDIOTS    CovidVaccine  ,more evid that clot shot caus more than covid,0.5,0.5,1
1022,False,2021-09-05 17:19:49,forget covid from,  fourthdose    CovidVaccine    Pfizer    twopillsaday  ,forget covid from,0.0,0.0,0
1023,False,2021-09-05 17:18:30,vaccine,  CovidVaccine    vaccine    ExamsAfterSecondDose  ,vaccin,0.0,0.0,0
1024,False,2021-09-05 17:14:42,which country world given vaccine against covid population,  CovidVaccine  ,which countri world given vaccin against covid popul,0.0,0.0,0
1025,False,2021-09-05 17:13:36,first dose progress second dose progress,,first dose progress second dose progress,0.125,0.16666666666666666,1
1026,False,2021-09-05 17:13:33,previously healthy year athlete suffering from blood brain immediately following,,previous healthi year athlet suffer from blood brain immedi follow,0.25,0.3,1
1027,False,2021-09-05 17:13:17,actually throwing does work life saving vaccine child poverty half covid relief,,actual throw doe work life save vaccin child poverti half covid relief,-0.08333333333333333,0.13333333333333333,-1
1028,False,2021-09-05 17:01:24,finally first dose together relax together ¥°..,  CovidVaccine    Pfizer  ,final first dose togeth relax togeth ¥°..,0.25,0.3333333333333333,1
1029,False,2021-09-05 17:01:11,hard solid proof that extra year mother,,hard solid proof that extra year mother,-0.09722222222222222,0.2472222222222222,-1
1030,False,2021-09-05 17:00:59,your house wc1h vaccination clinic 30am,  CovidVaccine  ,your hous wc1h vaccin clinic 30am,0.0,0.0,0
1031,False,2021-09-05 17:00:39,majority admitted into hospital covid please talk your,,major admit into hospit covid pleas talk your,0.0,0.0,0
1032,False,2021-09-05 17:00:24,first person serve surgeon general more,,first person serv surgeon gener more,0.26666666666666666,0.4444444444444444,1
1033,False,2021-09-05 17:00:08,covid19 report muscat covid19 covid19vicâ,  COVID      UAE    Qatar    KUWAIT    SaudiArabia    Oman    Muscat    India    COVID      COVID  Vic  ,covid19 report muscat covid19 covid19vicâ,0.0,0.0,0
1034,False,2021-09-05 16:59:11,vaccination coverage high number people control group small people,,vaccin coverag high number peopl control group small peopl,-0.045,0.47,-1
1035,False,2021-09-05 16:59:04,173rd entry poetry diary bead sweat,  Coronavirus    Poetry  ,173rd entri poetri diari bead sweat,0.0,0.0,0
1036,False,2021-09-05 16:56:50,woman might getting health care about those,,woman might get health care about those,0.0,0.0,0
1037,False,2021-09-05 16:53:12,some care covid this different than someone,,some care covid thi differ than someon,0.0,0.6,0
1038,False,2021-09-05 16:52:57,this because global super power backing cabal world jabbed,,thi becaus global super power back cabal world jab,0.16666666666666666,0.3333333333333333,1
1039,False,2021-09-05 16:51:49,name covid like delta after with most covid delta,  COVID    COVID  ,name covid like delta after with most covid delta,0.5,0.5,1
1040,False,2021-09-05 16:51:19,significantly people without,  healthinsurance    CovidVaccine  ,significantli peopl without,0.375,0.875,1
1041,False,2021-09-05 16:51:04,immunity asymptomatic there never,  CovidVaccine    VaccinePassports    BoosterShots    Immunity    Antibodies    MassTesting    Asymptomatic  ,immun asymptomat there never,0.0,0.0,0
1042,True,2021-09-05 16:51:02,receive survey what need know learn more visit,  ICYMI    COVIDVaccine  ,receiv survey what need know learn more visit,0.5,0.5,1
1043,False,2021-09-05 16:49:59,find find anything stop cancer,  CovidVaccine    Cancer  ,find find anyth stop cancer,0.0,0.0,0
1044,False,2021-09-05 16:49:58,mother doctor made decision year daughter,,mother doctor made decis year daughter,0.0,0.0,0
1045,False,2021-09-05 16:49:28,latest japan partner recall million covid vaccine,  covid    covidvaccine    vaccine    fda    fdaapproved  ,latest japan partner recal million covid vaccin,0.5,0.9,1
1046,False,2021-09-05 16:48:26,dose work dose work dose work,  CovidVaccine  ,dose work dose work dose work,0.0,0.0,0
1047,False,2021-09-05 16:43:31,honest sure covid preventer there,  COVID  ,honest sure covid prevent there,0.55,0.8944444444444444,1
1048,False,2021-09-05 16:41:50,legacy,  CovidVaccine  ,legaci,0.0,0.0,0
1049,False,2021-09-05 16:41:08,will latest information about will booster,,will latest inform about will booster,0.5,0.9,1
1050,False,2021-09-05 16:37:20,thank lovely staff vaccination fully,,thank love staff vaccin fulli,0.5,0.75,1
1051,False,2021-09-05 16:36:43,seeing this noise about found this quite,  VaccinePassports    CovidVaccine  ,see thi nois about found thi quit,0.0,0.0,0
1052,False,2021-09-05 16:36:17,violation vaccination status,  HIPAA  ,violat vaccin statu,0.0,0.0,0
1053,False,2021-09-05 16:30:18,lock selfish puerile,  cdnpoli    CovidVaccine  ,lock selfish pueril,-0.5,1.0,-1
1054,True,2021-09-05 16:30:00,wealthy face mounting pressure divert lower income with,  CovidVaccine  ,wealthi face mount pressur divert lower incom with,0.5,1.0,1
1055,True,2021-09-05 16:29:37,more against than together over,  vaccines    coronavirus  ,more against than togeth over,0.5,0.5,1
1056,False,2021-09-05 16:26:56,highest single vaccination,  VarinderSharma    DeputyCommissioner    Ludhiana  ,highest singl vaccin,-0.07142857142857142,0.21428571428571427,-1
1057,False,2021-09-05 16:26:36,come your vaccine down water today waterfront,  Waterfront    Toronto    covidvaccine    pfizer    GetVaccinatedNow  ,come your vaccin down water today waterfront,-0.15555555555555559,0.2888888888888889,-1
1058,False,2021-09-05 16:24:34,several university hospital have been fired over bogus covid vaccination news,,sever univers hospit have been fire over bogu covid vaccin news,0.0,0.0,0
1059,False,2021-09-05 16:22:24,should tell mandatory union like they pound,  CovidVaccine  ,should tell mandatori union like they pound,0.0,0.0,0
1060,False,2021-09-05 16:19:23,tired listening anti mask anti vaccine crowd they keep there will,,tire listen anti mask anti vaccin crowd they keep there will,-0.4,0.7,-1
1061,False,2021-09-05 16:13:40,tired hearing reading talking people they wished they,,tire hear read talk peopl they wish they,-0.4,0.7,-1
1062,False,2021-09-05 16:12:17,millions people bridge would jump bridge would like sane,,million peopl bridg would jump bridg would like sane,0.0,0.0,0
1063,False,2021-09-05 16:08:30,still given young people covid blood clot,,still given young peopl covid blood clot,0.1,0.4,1
1064,False,2021-09-05 16:07:35,have tiny word capitalism,  capitalism    CovidIsNotOver  ,have tini word capit,0.0,0.5,0
1065,False,2021-09-05 16:06:36,immunity asymptomatic there never,  CovidVaccine    VaccinePassports    BoosterShots    Immunity    Antibodies    MassTesting    Asymptomatic  ,immun asymptomat there never,0.0,0.0,0
1066,False,2021-09-05 16:06:03,that know cross eyed grow extra limb booster,  vaccinated    Booster    CovidVaccine    Pfizer  ,that know cross eye grow extra limb booster,0.0,0.05,0
1067,False,2021-09-05 16:05:29,please take strange avoid good will protect,  CovidVaccine  ,pleas take strang avoid good will protect,0.32499999999999996,0.37500000000000006,1
1068,False,2021-09-05 16:04:30,covid19 death toll covid19 corona,  COVID      coronavirus    COVID      Corona    CovidVaccine  ,covid19 death toll covid19 corona,0.0,0.0,0
1069,False,2021-09-05 16:02:13,time sports even covid19,  covid      CovidVaccine  ,time sport even covid19,0.0,0.0,0
1070,False,2021-09-05 16:00:46,without covid vaccine become cov2 covid19,  COVID      COVIDVACCINE    vaccinediplomacy  ,without covid vaccin becom cov2 covid19,0.0,0.0,0
1071,False,2021-09-05 16:00:11,have meant that,  COVIDVaccines  ,have meant that,0.0,0.0,0
1072,True,2021-09-05 16:00:09,what here redeem your cash card still need your,  COVIDvaccine  ,what here redeem your cash card still need your,0.0,0.0,0
1073,False,2021-09-05 15:59:50,phase covid vaccination exercise civil society coalition against,,phase covid vaccin exercis civil societi coalit against,0.0,0.0,0
1074,False,2021-09-05 15:59:42,2020 accidentally already known side effects covid second,,2020 accident alreadi known side effect covid second,0.0,0.0,0
1075,False,2021-09-05 15:58:41,teens without their consent where they live,  teens  ,teen without their consent where they live,0.13636363636363635,0.5,1
1076,False,2021-09-05 15:57:04,covid daily active dramatically increasing need take care requisite,  COVID  ,covid daili activ dramat increas need take care requisit,-0.06666666666666667,0.3,-1
1077,False,2021-09-05 15:56:56,just vaccination covid delta school will able,  vaccination    LeaveOurKidsAlone    Covid       CovidVaccine    Delta    MuVariant  ,just vaccin covid delta school will abl,0.5,0.625,1
1078,False,2021-09-05 15:55:45,nice covid19,  teenagers    LeaveOurKidsAlone    COVID      CovidVaccine    kids  ,nice covid19,0.6,1.0,1
1079,False,2021-09-05 15:55:08,covid19 positive covid corona,  COVID      SriLanka    coronavirus    COVID    Corona    CovidVaccine  ,covid19 posit covid corona,0.22727272727272727,0.5454545454545454,1
1080,False,2021-09-05 15:52:25,want speak soon seen horror after second this morning thankfully,,want speak soon seen horror after second thi morn thank,0.0,0.0,0
1081,True,2021-09-05 15:50:00,czar towards fourth dose,  Israel    SalmanZarka    Covidvaccine  ,czar toward fourth dose,0.0,0.0,0
1082,False,2021-09-05 15:46:51,watching morning hearing people that abortion should personal decision between their,  abortion  ,watch morn hear peopl that abort should person decis between their,0.0,0.3,0
1083,False,2021-09-05 15:43:02,phase covid vaccination exercise civil society coalition against,,phase covid vaccin exercis civil societi coalit against,0.0,0.0,0
1084,True,2021-09-05 15:42:15,fantastic glad agreeing this,  CovidVaccine  ,fantast glad agre thi,0.45,0.95,1
1085,False,2021-09-05 15:42:03,need book your want change reschedule your head national,  CovidVaccine  ,need book your want chang reschedul your head nation,0.0,0.0,0
1086,False,2021-09-05 15:41:41,best real world data from health department myocarditis risk,,best real world data from health depart myocard risk,0.6,0.30000000000000004,1
1087,False,2021-09-05 15:39:46,anti vaccine pathetic state education without common sense,,anti vaccin pathet state educ without common sens,-0.65,0.75,-1
